BinarySearch,BubbleSort,Fibonacci,HeapSort,LinearSearch,MergeSort,NQueen24,NQueen27,PrimeNumber,SelectionSort,ShellSort
0.03479669,66.4275532,7.962267798,0.084730925,12.32925729,0.047125149,2.536779662,3.457416831,3.997948138,27.07645718,0.037656594
0.051788514,72.58642173,8.018725679,0.105026337,12.48066276,0.063369608,2.775159556,3.650500164,4.015035665,28.39499398,0.029526627
0.034502081,74.27713237,8.211989367,0.123076644,12.56666651,0.05720478,2.643590035,3.746712419,4.002976657,31.93619051,0.035777178
0.033764529,74.7181642,8.190311096,0.13112274,12.40102045,0.064520021,2.80818459,4.05952086,4.118081892,29.34139245,0.02518051
0.034730118,71.26008595,8.641513608,0.104267376,12.65580655,0.048291451,2.868709004,4.025894025,4.165816605,30.88232219,0.027435413
0.04893343,72.75190868,8.041066794,0.125769076,12.52855644,0.053805162,2.851132954,3.989717975,4.054630791,32.29251554,0.021687442
0.03998758,72.7236572,8.151323522,0.123049139,12.62055827,0.058148778,2.860335298,4.039589039,4.089801121,28.84425832,0.023162027
0.034242253,74.74662192,8.088763842,0.122198889,12.6287204,0.045217118,2.879886082,4.071361627,4.120907566,31.22567686,0.029405206
0.034100249,73.15691005,8.090861985,0.118481214,12.51470841,0.064763764,2.881944172,4.042772754,4.112739609,32.48973855,0.026848906
0.054343056,72.60032355,8.088398077,0.112362663,12.62161679,0.048298385,2.915275275,4.003660438,4.105579747,28.25736585,0.023334457
0.03353353,73.53596356,8.194703035,0.117256713,12.87076608,0.065614776,2.985402837,4.01952809,4.16338593,31.06483007,0.037133678
0.042181789,75.73573246,8.165746062,0.117532224,13.14926851,0.055190334,2.980336907,4.146499181,4.133565684,33.03513883,0.026530433
0.040740805,73.90098894,8.154956507,0.124583771,13.33598583,0.061656916,2.986271965,4.006964685,4.148981276,28.81372695,0.026358095
0.033449057,72.88605413,8.152356009,0.127490748,12.72467889,0.049271011,3.007870212,4.119061336,4.132987204,30.95595474,0.02587421
0.040893663,71.86106327,8.439734683,0.122435108,12.72116808,0.063711518,3.104596644,4.29525363,4.136149914,32.56142443,0.035852394
0.041118258,75.37017141,8.139803696,0.128178141,12.81317881,0.048564805,3.151388904,4.565958346,4.136179123,29.24169101,0.033510997
0.035354005,73.90703521,8.161580707,0.124201759,12.83002081,0.068633459,3.254023806,4.619826152,4.138467823,30.38756277,0.029423109
0.043878457,72.09886588,8.177157397,0.125290299,13.32505417,0.045749793,3.68048514,4.615812143,4.142334723,32.46967576,0.024230318
0.042579207,72.74854058,8.158000326,0.124883727,13.34936422,0.062671685,3.45877046,4.594215393,4.139761952,29.35766652,0.038709537
0.035957812,75.78661102,8.143309588,0.125240767,12.84592469,0.047907367,3.562536651,4.593834399,4.14158186,30.05663048,0.030675323
0.044730197,74.97046371,8.130823101,0.125872542,13.44560178,0.061479128,3.524188855,4.645602911,4.138884984,32.69778691,0.025916758
0.04026752,72.40996564,8.288064778,0.122002372,13.51848474,0.051298448,3.429274203,4.672573936,4.145375828,30.43931536,0.023996245
0.032930693,72.59137506,8.561055556,0.122878533,13.14444045,0.054990259,3.469836909,4.623904583,4.165375093,28.75107845,0.037071659
0.041573869,73.07808012,8.363876019,0.124909291,13.03922911,0.054651959,3.394664969,4.624541764,4.635670059,32.46036474,0.029602519
0.044169534,74.69186887,8.378425802,0.117412526,12.8505269,0.062698971,3.402293555,4.500407792,4.769929691,31.78374124,0.0255421
0.033896572,74.13772191,8.299010452,0.128112612,13.75714911,0.050888939,3.405286838,4.565996879,4.842914551,28.32860412,0.036758689
0.049556266,72.92784988,8.39498049,0.123085716,13.40974666,0.064689762,3.498936641,4.411569669,4.824635347,32.08220207,0.037965985
0.042244508,73.81573339,8.288333664,0.127494812,12.76007342,0.05185829,3.421261107,4.221986481,4.823298747,31.17288006,0.021816969
0.034849859,75.0945107,8.264495515,0.122561152,12.79006019,0.045838207,3.394348139,4.011374677,4.85230915,28.92145972,0.02392462
0.038081708,73.35443188,8.342475682,0.115954507,12.92213392,0.065827986,3.383823544,3.992256091,4.683098312,32.58136679,0.023158789
0.037338917,71.52704359,8.264939965,0.102078205,13.80376419,0.044382928,3.385923538,3.976466417,4.48198306,31.36628299,0.036712294
0.038711317,73.34222104,8.302614844,0.124753345,13.75148075,0.065522098,3.594759222,3.996416217,4.306821768,29.62898563,0.026909667
0.034381414,74.52107567,8.304112705,0.121568751,12.79610161,0.04565521,3.252302958,4.101192259,4.326017659,32.73175634,0.024238504
0.032888049,74.31189582,8.457349189,0.117274772,13.06777764,0.052032695,3.140982799,4.096240897,4.353897609,30.65756834,0.02459586
0.049620323,71.27307893,8.310594461,0.122147501,13.11736707,0.065341356,3.010963309,4.067182532,4.316323094,29.31963657,0.023630564
0.036937314,72.80622589,8.313588207,0.119280347,14.36880239,0.049599913,2.945937058,4.339452159,4.32653571,41.90486472,0.025764536
0.033106199,75.91376428,8.370762394,0.122077951,13.84282048,0.061455933,2.942128246,4.483039857,4.423553681,32.78359107,0.037113054
0.034143402,73.82417366,8.382787159,0.103129239,12.76809855,0.055851894,2.949299031,4.635408415,4.699626461,29.05271799,0.030995137
0.047032942,71.93263913,8.422886324,0.125558649,12.76732639,0.04784599,3.040849162,4.598836637,4.914806967,31.00282503,0.022541813
0.03411938,71.26243564,8.321587115,0.12357369,12.96565506,0.062314225,3.026907534,4.47786814,4.949710585,32.70511427,0.023013289
0.034203128,74.55102649,8.410962995,0.124956813,13.67483545,0.048188272,2.979206078,4.52726092,5.089389297,29.19922652,0.025676891
0.043724456,75.26244183,9.455981686,0.124425758,14.44017827,0.057908709,3.012765482,4.794470824,4.978013596,31.6548015,0.042076069
0.033887713,72.32793254,8.264630832,0.124610049,14.0060038,0.049296314,2.959573586,4.567339179,4.937292093,32.39754075,0.027329342
0.035081996,71.71404492,8.453412035,0.130480735,12.80302691,0.05928361,2.889227748,4.473175345,4.79710271,28.81584284,0.025475704
0.034256256,74.25993338,8.406388088,0.119182847,12.805258,0.052000937,2.957833533,4.449099425,4.719702154,31.27342585,0.024893059
0.053621169,73.51070009,8.46386583,0.123575827,13.07492841,0.049617483,3.096472797,4.500067683,4.711592873,33.90074759,0.025806211
0.038570098,73.57463868,8.284806812,0.124984662,14.16215609,0.066339674,3.012557503,4.280719443,4.727319756,29.75505447,0.037156991
0.035682905,72.82064236,8.346568575,0.106400426,14.26905501,0.050682339,3.125579743,4.1757867,4.401967927,31.66213567,0.027430929
0.05172674,72.70935924,8.549277406,0.122535563,12.82724882,0.052435512,3.136947848,4.2892249,4.353367943,32.95841068,0.025097564
0.032926944,73.53526101,8.324998204,0.112592961,12.78748272,0.057830448,3.282609412,3.913047462,4.399382134,30.50249613,0.026828832
0.039796338,73.64411321,8.647583854,0.122728613,12.86827284,0.055640711,3.313309832,3.868941521,4.345488864,29.81488061,0.029281427
0.028491501,74.22913265,8.498554543,0.126405986,13.99464792,0.068118612,3.308086925,3.871778637,4.334945534,33.59710903,0.03247898
0.053130162,71.60918329,8.358345516,0.122169439,14.50340353,0.048822748,3.276508607,3.883118379,4.341328816,31.81855323,0.028780503
0.038659787,71.6759981,8.31600232,0.120022557,13.64085412,0.068817886,3.297130746,3.906940666,4.374176113,28.67878048,0.023465417
0.033976851,74.60962084,8.623794014,0.11942708,12.75542862,0.045287679,3.281283877,3.911344687,4.601742351,33.00784191,0.025831648
0.051136859,74.04945032,8.56676898,0.113682133,12.82650093,0.049191605,3.293828882,3.89597944,4.721658223,31.81848014,0.024006934
0.031801063,71.82253796,8.257350922,0.128041456,13.79223343,0.065731472,3.275354981,4.054696738,4.853228841,28.82741711,0.03344058
0.034649905,73.01448027,8.901012407,0.118407043,14.57224729,0.048278424,3.300209199,4.163461203,4.995305469,41.19327693,0.025499866
0.032177143,73.67994229,9.09118968,0.113556261,14.40792153,0.065892641,3.340593068,4.123404565,4.994076813,43.49430744,0.025088527
0.056000762,74.23308452,8.824488224,0.125992434,12.93061637,0.049973877,3.675577187,4.25791128,5.019857534,43.83870566,0.028074543
0.03393071,73.53925458,8.569791876,0.11846936,12.88496016,0.047534864,3.294962404,5.212443138,4.975686788,43.38786761,0.036304425
0.034664665,72.45317413,8.552616901,0.120947209,12.99656669,0.065075548,3.262689945,4.561812042,5.084074519,42.96163798,0.033965012
0.030154198,71.59335526,8.459265457,0.118542681,14.13263462,0.051059858,3.242676793,4.541524972,5.108681864,42.55480863,0.024365946
0.049124249,75.23384236,8.500389271,0.123495667,14.89176466,0.066127387,3.220968444,4.557367315,4.933978964,43.24808017,0.026115627
0.03572448,74.51951103,8.870267862,0.125042084,14.52902097,0.050774628,3.060703093,4.458295421,4.899461841,42.95202746,0.025471072
0.03335874,72.36360918,8.817887549,0.121811359,13.16147532,0.05648131,2.933225061,4.469956829,4.760891653,42.31832122,0.039671171
0.047187268,71.68678604,8.935536661,0.122172421,12.98502212,0.061102171,2.841403657,4.658964944,4.394262942,45.61353535,0.026221667
0.034771548,74.91973785,8.643994185,0.123780371,13.10121491,0.059824719,2.841946228,4.478584361,4.334414871,33.53006884,0.023204504
0.034310203,74.46338075,8.412033148,0.115620679,14.46342021,0.065073179,2.83562548,4.464262177,4.316978276,32.18198407,0.02294816
0.050983508,73.67457127,8.51271554,0.117202451,14.73808497,0.049479055,2.857071632,4.482443244,4.333965201,28.48520029,0.025161909
0.04014113,70.86602831,8.825531568,0.11416855,14.19002725,0.055786225,2.854576393,4.403104253,4.339270577,31.25056453,0.035193551
0.033908789,73.28614368,8.622576048,0.124864807,13.05626487,0.05362156,2.863391369,4.165643653,4.343690846,33.15650811,0.030191863
0.031734876,74.26707243,8.622455841,0.120824384,13.15024286,0.048410407,2.860209358,3.951633955,4.467469544,31.35494024,0.025769489
0.050961614,74.72938137,8.870858275,0.122530172,13.00644016,0.063028211,2.863104435,3.86337076,4.35722359,28.81440282,0.023707964
0.041288428,70.47605804,8.776722111,0.122801736,13.44902308,0.046042923,2.866511998,3.865462379,4.497307808,32.76168951,0.029903085
0.041213092,73.25562151,8.874455498,0.128054142,14.98774801,0.05776164,2.882054254,4.102329387,4.821153596,33.12015354,0.033147399
0.044597924,75.00158146,8.741255365,0.11953184,14.90217981,0.051995326,2.917894699,3.943272408,4.971181462,28.69267904,0.026078291
0.033380661,74.55722268,8.552506883,0.119928763,14.56171071,0.047802383,3.096616463,3.985688345,4.995634544,31.78765297,0.031571259
0.033794046,71.49761012,8.531461281,0.107947522,13.06226159,0.065200726,3.138379233,3.898215667,4.990750496,33.0091058,0.025475496
0.045221033,71.32649175,8.615386859,0.123531488,12.90176678,0.049812354,3.121075763,3.899515289,4.994945434,29.47628014,0.039762565
0.036528497,72.64505636,8.872307393,0.120825988,13.15073686,0.062673471,3.215976806,3.945845792,4.967434413,30.59623934,0.024950167
0.033778347,73.72701043,8.782898347,0.120642226,13.78504934,0.051727117,3.300493514,4.043500477,4.975886363,33.25328479,0.024023967
0.042742185,79.12625928,8.487891705,0.121458889,14.8647404,0.050816955,3.301736667,4.228969907,4.970256979,31.2537655,0.025915496
0.042794953,72.25321511,8.740700598,0.128120449,15.40341034,0.066290479,3.605401425,4.47563832,5.018078325,29.17691474,0.024764919
0.037706735,70.78762472,9.054313292,0.120627615,18.38437401,0.049447986,3.307908942,4.502833218,4.901784609,33.61158525,0.042382993
0.03838681,74.73685729,9.289372945,0.121099045,14.54953159,0.06640557,3.287084491,4.465779159,4.846239361,32.92676786,0.024768504
0.051494841,73.92260922,8.856855787,0.118119493,14.81209224,0.05693651,3.283853259,4.484834351,4.62490985,28.83124286,0.023529135
0.03627997,73.11433971,8.541522525,0.110708951,13.98479354,0.063880651,3.2784954,4.47183607,4.410471734,31.64938108,0.022233844
0.030789665,71.56437048,8.415600916,0.125050187,12.99992219,0.054085849,3.285954984,4.476936181,4.527195732,32.83976698,0.035720134
0.039704511,73.5959917,8.457581907,0.139441957,12.93549768,0.05013116,3.279835448,4.465516483,4.420357482,30.78076012,0.034553191
0.040019438,74.93823211,8.536287877,0.106476079,13.09103788,0.066363875,3.273177708,4.47868054,4.352200912,29.12411709,0.025809199
0.033322859,74.78167963,8.850112147,0.125214525,13.78325024,0.049550844,3.285318958,4.618863011,4.337707584,33.28999964,0.028277723
0.033316913,73.78590977,9.602189781,0.136122994,14.9270905,0.0650395,3.266198303,4.463257937,4.578419026,32.4310607,0.024886267
0.049074961,73.18808072,9.566747527,0.11439847,14.67196599,0.049685007,3.269599676,4.53450655,4.363561105,29.86133203,0.030020725
0.0376565,71.49925634,8.866783854,0.126352101,13.64956997,0.051509126,3.21410239,4.340645562,4.376812609,30.31427346,0.046210675
0.036318401,74.84515067,8.451816287,0.123926594,12.85121855,0.065889568,3.312094388,4.393404798,4.475452819,32.92632717,0.020597385
0.035099948,73.5018524,8.414774757,0.119179913,12.94446233,0.050969065,3.166264314,4.587388623,4.483394214,32.327849,0.024145382
0.039242459,72.5953426,8.448709775,0.12454498,13.52732602,0.059105353,2.984244647,4.628187556,4.677037018,28.66267197,0.036838919
0.038196622,71.53888327,8.496395313,0.127539206,14.70033081,0.0521044,2.924852452,4.520244075,4.979298098,31.7935063,0.030228739
0.039172826,74.34554434,8.702661628,0.133895151,14.77866499,0.059448094,2.927985947,4.524433555,4.984981315,32.93336954,0.0267288
0.04282862,74.35939009,8.882263571,0.128006406,13.86195058,0.053824468,2.889807895,4.354224008,5.015152969,30.73871316,0.023942236
0.033402361,72.47995912,9.262195997,0.113730832,12.9270422,0.047175018,2.925890252,4.085967259,5.088150162,29.52777333,0.023507972
0.035829913,72.37021527,9.466737933,0.112645602,13.16076221,0.065421341,2.912134643,3.984040944,5.016088278,32.91058553,0.022690511
0.048957673,72.89766525,9.01771884,0.13619873,13.16167816,0.051516458,2.928940477,4.000069107,4.972363111,32.90009256,0.036131112
0.036979533,73.36364204,8.415130578,0.107576018,14.5682368,0.059780317,2.850325461,4.157347349,4.981105755,29.79408791,0.026159149
0.035967191,74.94933174,8.464414907,0.123835653,15.17046342,0.055879972,2.86141023,4.158354058,4.965369147,30.92512084,0.025622737
0.03666781,71.84742587,8.661413807,0.125448527,14.73423447,0.046259054,2.858207759,4.16331796,4.976359405,32.98574169,0.024510019
